7.1,0.12,0.32,9.6,0.054,64,162,0.9962,3.4,0.41,9.4, negative
7.2,0.31,0.5,13.3,0.056,68,195,0.9982,3.01,0.47,9.2, negative
7.3,0.32,0.48,13.3,0.06,57,196,0.9982,3.04,0.5,9.2, negative
7.8,0.24,0.32,12.2,0.054,42,138,0.9984,3.01,0.54,8.8, negative
5.7,0.26,0.25,10.4,0.02,7,57,0.994,3.39,0.37,10.6, negative
6.5,0.425,0.4,13.1,0.038,59,241,0.9979,3.23,0.57,9, negative
6.7,0.27,0.31,15.7,0.036,44,179,0.9979,3.26,0.56,9.6, negative
7.1,0.37,0.67,10.5,0.045,49,155,0.9975,3.16,0.44,8.7, negative
7.2,0.18,0.41,1.2,0.048,41,97,0.9919,3.14,0.45,10.4, negative
7.5,0.29,0.31,8.95,0.055,20,151,0.9968,3.08,0.54,9.3, negative
5.9,0.3,0.23,4.2,0.038,42,119,0.9924,3.15,0.5,11, negative
6.8,0.26,0.24,7.8,0.052,54,214,0.9961,3.13,0.47,8.9, negative
7.1,0.32,0.24,13.1,0.05,52,204,0.998,3.1,0.49,8.8, negative
5.6,0.245,0.25,9.7,0.032,12,68,0.994,3.31,0.34,10.5, negative
5.8,0.26,0.24,9.2,0.044,55,152,0.9961,3.31,0.38,9.4, negative
7.7,0.31,0.26,7.8,0.031,23,90,0.9944,3.13,0.5,10.4, negative
6.9,0.29,0.4,19.45,0.043,36,156,0.9996,2.93,0.47,8.9, negative
6.9,0.28,0.4,8.2,0.036,15,95,0.9944,3.17,0.33,10.2, negative
6.9,0.29,0.4,19.45,0.043,36,156,0.9996,2.93,0.47,8.9, negative
5.3,0.58,0.07,6.9,0.043,34,149,0.9944,3.34,0.57,9.7, negative
5.2,0.6,0.07,7,0.044,33,147,0.9944,3.33,0.58,9.7, negative
7.1,0.35,0.24,15.4,0.055,46,198,0.9988,3.12,0.49,8.8, negative
9.1,0.59,0.38,1.6,0.066,34,182,0.9968,3.23,0.38,8.5, positive
8.3,0.41,0.51,2,0.046,11,207,0.993,3.02,0.55,11.4, negative
6.8,0.24,0.34,4.6,0.032,37,135,0.9927,3.2,0.39,10.6, negative
5.6,0.26,0.26,5.7,0.031,12,80,0.9923,3.25,0.38,10.8, negative
7.1,0.39,0.35,12.5,0.044,26,72,0.9941,3.17,0.29,11.6, negative
8.2,0.28,0.42,1.8,0.031,30,93,0.9917,3.09,0.39,11.4, negative
6.1,0.35,0.07,1.4,0.069,22,108,0.9934,3.23,0.52,9.2, negative
7.1,0.27,0.31,18.2,0.046,55,252,1,3.07,0.56,8.7, negative
7.2,0.19,0.39,1.2,0.036,32,85,0.9918,3.16,0.5,10.5, negative
6.8,0.26,0.22,7.7,0.047,57,210,0.9959,3.1,0.47,9, negative
5.8,0.28,0.27,2.6,0.054,30,156,0.9914,3.53,0.42,12.4, negative
6.1,0.2,0.25,1.2,0.038,34,128,0.9921,3.24,0.44,10.1, negative
7.1,0.21,0.27,8.6,0.056,26,111,0.9956,2.95,0.52,9.5, negative
6.3,0.21,0.58,10,0.081,34,126,0.9962,2.95,0.46,8.9, negative
7.2,0.39,0.62,11,0.047,66,178,0.9976,3.16,0.5,8.7, negative
5.8,0.25,0.24,13.3,0.044,41,137,0.9972,3.34,0.42,9.5, negative
6.7,0.47,0.34,8.9,0.043,31,172,0.9964,3.22,0.6,9.2, negative
6.2,0.37,0.3,6.6,0.346,79,200,0.9954,3.29,0.58,9.6, negative
7.3,0.51,0.26,3.3,0.09,7,135,0.9944,3.01,0.52,8.8, negative
6.8,0.18,0.37,1.6,0.055,47,154,0.9934,3.08,0.45,9.1, negative
7.9,0.19,0.26,2.1,0.039,8,143,0.9942,3.05,0.74,9.8, negative
7.9,0.345,0.51,15.3,0.047,54,171,0.9987,3.09,0.51,9.1, negative
5.9,0.21,0.24,12.1,0.044,53,165,0.9969,3.25,0.39,9.5, negative
6.7,0.34,0.54,16.3,0.047,44,181,0.9987,3.04,0.56,8.8, negative
6.9,0.41,0.33,10.1,0.043,28,152,0.9968,3.2,0.52,9.4, negative
6.4,0.475,0.06,1,0.03,9,131,0.9904,2.97,0.29,10.8, negative
5.8,0.335,0.14,5.8,0.046,49,197,0.9937,3.3,0.71,10.3, negative
6.6,0.27,0.25,3.1,0.052,41,188,0.9915,3.24,0.4,11.3, negative
6.4,0.32,0.5,10.7,0.047,57,206,0.9968,3.08,0.6,9.4, negative
6.2,0.36,0.26,13.2,0.051,54,201,0.9976,3.25,0.46,9, negative
7.4,0.31,0.48,14.2,0.042,62,204,0.9983,3.06,0.59,9.4, negative
6.6,0.29,0.44,9,0.053,62,178,0.99685,3.02,0.45,8.9, negative
6.4,0.39,0.21,1.2,0.041,35,136,0.99225,3.15,0.46,10.2, negative
6.9,0.38,0.25,9.8,0.04,28,191,0.9971,3.28,0.61,9.2, negative
7.4,0.38,0.27,7.5,0.041,24,160,0.99535,3.17,0.43,10, negative
5.9,0.35,0.47,2.2,0.11,14,138,0.9932,3.09,0.5,9.1, negative
6.8,0.24,0.49,19.3,0.057,55,247,1.00055,3,0.56,8.7, negative
6.7,0.5,0.63,13.4,0.078,81,238,0.9988,3.08,0.44,9.2, negative
9.1,0.27,0.45,10.6,0.035,28,124,0.997,3.2,0.46,10.4, positive
7.2,0.23,0.19,13.7,0.052,47,197,0.99865,3.12,0.53,9, negative
6.4,0.31,0.26,13.2,0.046,57,205,0.9975,3.17,0.41,9.6, negative
8.4,0.18,0.42,5.1,0.036,7,77,0.9939,3.16,0.52,11.7, negative
7.4,0.24,0.36,2,0.031,27,139,0.99055,3.28,0.48,12.5, positive
9.2,0.34,0.27,1.2,0.026,17,73,0.9921,3.08,0.39,10.8, negative
6.2,0.28,0.43,13,0.039,64,233,0.99745,3.08,0.38,8.9, negative
8.2,0.23,0.37,1.3,0.042,39,117,0.9928,2.99,0.36,10, negative
7.5,0.32,0.26,1.8,0.042,13,133,0.9938,3.07,0.38,9.5, negative
8.3,0.23,0.43,3.2,0.035,14,101,0.9928,3.15,0.36,11.5, negative
7.6,0.3,0.25,4.3,0.054,22,111,0.9956,3.12,0.49,9.2, negative
6.4,0.28,0.41,6.8,0.045,61,216,0.9952,3.09,0.46,9.4, negative
6.8,0.37,0.47,11.2,0.071,44,136,0.9968,2.98,0.88,9.2, negative
7.3,0.24,0.34,7.5,0.048,29,152,0.9962,3.1,0.54,9, negative
7,0.21,0.28,7.5,0.07,45,185,0.9966,3.34,0.55,9.4, negative
6.5,0.26,0.34,16.3,0.051,56,197,1.0004,3.49,0.42,9.8, negative
6.8,0.39,0.31,14.35,0.043,28,162,0.9988,3.17,0.54,9.1, negative
9,0.31,0.49,6.9,0.034,26,91,0.9937,2.99,0.34,11.5, negative
7.2,0.24,0.3,1.6,0.048,27,131,0.9933,3.25,0.45,10.5, negative
8.9,0.34,0.32,1.3,0.041,12,188,0.9953,3.17,0.49,9.5, negative
6,0.24,0.32,6.3,0.03,34,129,0.9946,3.52,0.41,10.4, negative
7.2,0.2,0.25,4.5,0.044,31,109,0.9949,3.23,0.36,9.4, negative
8.9,0.33,0.32,1.5,0.047,11,200,0.9954,3.19,0.46,9.4, negative
7.3,0.27,0.39,6.7,0.064,28,188,0.9958,3.29,0.3,9.7, negative
8,0.28,0.42,7.1,0.045,41,169,0.9959,3.17,0.43,10.6, negative
8,0.61,0.38,12.1,0.301,24,220,0.9993,2.94,0.48,9.2, negative
8,0.28,0.42,7.1,0.045,41,169,0.9959,3.17,0.43,10.6, negative
7.8,0.32,0.31,1.7,0.036,46,195,0.993,3.03,0.48,10.5, negative
10.3,0.25,0.48,2.2,0.042,28,164,0.998,3.19,0.59,9.7, negative
5.7,0.245,0.33,1.1,0.049,28,150,0.9927,3.13,0.42,9.3, negative
7.6,0.31,0.29,10.5,0.04,21,145,0.9966,3.04,0.35,9.4, negative
8.3,0.21,0.41,2.2,0.05,24,108,0.994,2.85,0.45,9.5, negative
6.7,0.18,0.3,6.4,0.048,40,251,0.9956,3.29,0.52,10, negative
7.6,0.54,0.23,2,0.029,13,151,0.9931,3.04,0.33,10.4, negative
7.6,0.19,0.41,1.1,0.04,38,143,0.9907,2.92,0.42,11.4, negative
7.6,0.27,0.24,3.8,0.058,19,115,0.9958,3.15,0.45,8.9, negative
7.4,0.64,0.47,14.15,0.168,42,185,0.9984,2.9,0.49,9.3, negative
6.9,0.35,0.74,1,0.044,18,132,0.992,3.13,0.55,10.2, negative
6.1,0.22,0.49,1.5,0.051,18,87,0.9928,3.3,0.46,9.6, negative
8.5,0.56,0.74,17.85,0.051,51,243,1.0005,2.99,0.7,9.2, negative
